"PREPRINT_DOI","ARTICLE_DOI","COUNTRYCODE"
"10.1101/011064","10.1186/s13637-016-0046-9","USA"
"10.1101/011072","10.1002/ece3.1350","USA"
"10.1101/011080","10.1016/j.mbs.2015.04.008","THA"
"10.1101/011106","10.1007/s11295-015-0868-8","USA"
"10.1101/011106","10.1007/s11295-015-0868-8","CHN"
"10.1101/011197","10.1093/nar/gku1326","USA"
"10.1101/011213","10.1002/jez.b.22616","AUS"
"10.1101/011221","10.1038/nmeth.3603","NLD"
"10.1101/011247","10.1016/j.tpb.2014.11.002","AUT"
"10.1101/011296","10.1371/journal.pcbi.1004522","ISR"
"10.1101/011304","10.1016/j.humpath.2015.02.011","CHN"
"10.1101/011320","10.1038/nbt.3582","FRA"
"10.1101/011346","10.1038/nmeth.3602","USA"
"10.1101/011353","10.1038/nmeth.3337","USA"
"10.1101/011379","10.3897/dez.62.8922","DEU"
"10.1101/011387","10.1007/s00251-015-0836-3","FRA"
"10.1101/011437","10.1534/genetics.114.173831","USA"
"10.1101/011452","10.1093/sysbio/syw033","FRA"
"10.1101/011486","10.1128/mbio.00998-15","USA"
"10.1101/011494","10.1093/molbev/msv196","CHN"
"10.1101/011502","10.1101/gr.183368.114","USA"
"10.1101/011510","10.1093/bfgp/elv021","GBR"
"10.1101/011528","10.1002/ajmg.b.32340","ESP"
"10.1101/011569","10.1371/journal.pcbi.1004353","USA"
"10.1101/011577","10.1186/s12862-015-0490-2","CHN"
"10.1101/011585","10.1093/pcp/pcu155","CAN"
"10.1101/011593","10.1111/mec.13152","FRA"
"10.1101/011601","10.1371/journal.pgen.1005453","USA"
"10.1101/011676","10.3389/fpls.2015.00147","FRA"
"10.1101/011684","10.1007/s12041-016-0632-3","PRT"
"10.1101/011718","10.1093/nar/gkw210","DEU"
"10.1101/011734","10.1103/physreve.92.022304","GBR"
"10.1101/011759","10.1186/1471-2156-15-s2-s10","ITA"
"10.1101/011767","10.1371/journal.pcbi.1005505","ISR"
"10.1101/011791","10.1021/acs.jcim.5b00090","FRA"
"10.1101/011809","10.1038/ng.3469","GBR"
"10.1101/011817","10.1111/mec.13118","USA"
"10.1101/011833","10.1371/journal.pcbi.1004549","USA"
"10.1101/011841","10.1534/genetics.115.178103","ESP"
"10.1101/011858","10.1186/1752-0509-9-s6-s5","GBR"
"10.1101/011866","10.1016/j.tpb.2015.06.001","ESP"
"10.1101/011882","10.1093/bioinformatics/btv550","USA"
"10.1101/011890","10.1093/bioinformatics/btv642","USA"
"10.1101/011957","10.1371/journal.pcbi.1004303","CAN"
"10.1101/011999","10.1155/2016/9485079","AUS"
"10.1101/012005","10.1002/gepi.21904","USA"
"10.1101/012070","10.1016/j.chom.2015.03.013","USA"
"10.1101/012096","10.1093/sysbio/syw002","GBR"
"10.1101/012138","10.1111/ecog.01447","USA"
"10.1101/012179","10.1038/nmeth.3507","USA"
"10.1101/012195","10.1007/s10827-015-0568-2","CZE"
"10.1101/012211","10.1186/s12864-015-1576-3","FIN"
"10.1101/012229","10.1016/j.jtbi.2015.06.044","DEU"
"10.1101/012385","10.1002/ece3.1796","CHE"
"10.1101/012435","10.1186/s12862-015-0484-0","GBR"
"10.1101/012468","10.1186/s13059-015-0614-4","DNK"
"10.1101/012468","10.1186/s13059-015-0614-4","SWE"
"10.1101/012492","10.1103/physreve.91.052710","CAN"
"10.1101/012500","10.1111/mec.13184","AUS"
"10.1101/012534","10.1109/tcbb.2015.2465954","AUT"
"10.1101/012534","10.1109/tcbb.2015.2465954","DEU"
"10.1101/012567","10.3389/fimmu.2015.00082","FRA"
"10.1101/012583","10.3389/fncir.2015.00078","USA"
"10.1101/012591","10.1038/nmeth.3321","AUS"
"10.1101/012625","10.1534/g3.115.019521","IND"
"10.1101/012666","10.1890/es14-00514.1","USA"
"10.1101/012682","10.1038/ng.3241","JPN"
"10.1101/012690","10.1073/pnas.1415181112","USA"
"10.1101/012740","10.1111/evo.12649","GBR"
"10.1101/012757","10.1534/g3.115.021022","CAN"
"10.1101/012799","10.1186/s13059-015-0743-9","GBR"
"10.1101/012807","10.1111/evo.12653","CAN"
"10.1101/012823","10.1214/15-aoas851","USA"
"10.1101/012856","10.1186/s12862-017-1111-z","CHN"
"10.1101/012864","10.1534/genetics.115.179028","USA"
"10.1101/012872","10.1186/s12864-015-1514-4","JPN"
"10.1101/012880","10.1038/nmeth.3320","USA"
"10.1101/012906","10.1186/s12864-015-1648-4","ITA"
"10.1101/012914","10.1101/gr.193995.115","GBR"
"10.1101/012922","10.1016/j.neuroimage.2015.03.035","AUS"
"10.1101/012930","10.1107/s1399004715011037","CHN"
"10.1101/012955","10.1107/s1399004715011037","CHN"
"10.1101/012971","10.1534/g3.115.017905","USA"
"10.1101/012989","10.1016/j.cortex.2015.07.007","USA"
"10.1101/013003","10.1073/pnas.1418736112","NLD"
"10.1101/013037","10.1534/g3.115.017541","USA"
"10.1101/013052","10.1534/genetics.115.176594","CHN"
"10.1101/013052","10.1534/genetics.115.176594","USA"
"10.1101/013110","10.1038/nmeth.3370","GBR"
"10.1101/013110","10.1038/nmeth.3370","BEL"
"10.1101/013128","10.1016/j.ibmb.2015.05.010","CHN"
"10.1101/013151","10.1534/g3.115.017020","IND"
"10.1101/013169","10.1186/s12974-016-0594-7","USA"
"10.1101/013201","10.1093/nar/gkv527","USA"
"10.1101/013227","10.1038/ng.3715","USA"
"10.1101/013250","10.1101/gr.196485.115","SWE"
"10.1101/013284","10.1038/hdy.2015.66","USA"
"10.1101/013318","10.1371/currents.eogt.45c4e63dd43d62e12228cc5264d6a0db","GBR"
"10.1101/013342","10.1093/nar/gkv651","USA"
"10.1101/013367","10.1007/s12041-015-0559-0","CHN"
"10.1101/013375","10.1371/journal.pcbi.1004383","USA"
"10.1101/013417","10.1111/ele.12453","AUS"
"10.1101/013417","10.1111/ele.12453","USA"
"10.1101/013425","10.1093/bioinformatics/btv284","CAN"
"10.1101/013441","10.1111/ele.12444","USA"
"10.1101/013474","10.1371/journal.pgen.1005810","USA"
"10.1101/013482","10.1534/g3.115.017830","CAN"
"10.1101/013490","10.1101/gr.190165.115","USA"
"10.1101/013532","10.1016/j.micres.2014.12.013","CHN"
"10.1101/013573","10.1111/evo.12583","FRA"
"10.1101/013607","10.1534/genetics.115.175406","NOR"
"10.1101/013623","10.1186/s12859-015-0569-1","DEU"
"10.1101/013631","10.1371/journal.pgen.1005225","AUT"
"10.1101/013649","10.1101/gr.184390.114","USA"
"10.1101/013656","10.1016/j.ajhg.2015.01.017","USA"
"10.1101/013664","10.1186/s12881-015-0244-4","GBR"
"10.1101/013680","10.1007/s10530-015-0847-x","USA"
"10.1101/013698","10.1186/s13073-015-0169-8","CHE"
"10.1101/013706","10.1152/physiolgenomics.00075.2016","USA"
"10.1101/013722","10.1073/pnas.1418604112","GBR"
"10.1101/013755","10.1093/molbev/msv336","USA"
"10.1101/013797","10.1109/tbcas.2015.2450837","AUS"
"10.1101/013813","10.1038/ismej.2015.98","GBR"
"10.1101/013821","10.1534/genetics.115.177998","USA"
"10.1101/013847","10.1371/journal.pcbi.1004366","DEU"
"10.1101/013862","10.1093/bioinformatics/btv333","NLD"
"10.1101/013888","10.1371/journal.pgen.1005792","ARG"
"10.1101/013896","10.1038/nbt.3386","USA"
"10.1101/013912","10.1093/nar/gkv125","CHN"
"10.1101/013920","10.1093/bioinformatics/btv223","BRA"
"10.1101/013938","10.3389/fmicb.2015.00669","PRT"
"10.1101/013946","10.1186/s12864-015-2047-6","CHN"
"10.1101/013953","10.1387/ijdb.140193aw","JPN"
"10.1101/013987","10.1111/evo.12654","CAN"
"10.1101/013995","10.1186/1471-2105-16-s18-s10","TWN"
"10.1101/014027","10.1534/g3.115.019877","CHN"
"10.1101/014043","10.1186/s13742-015-0082-5","USA"
"10.1101/014050","10.1016/j.ajhg.2015.11.002","DEU"
"10.1101/014068","10.1371/journal.pgen.1006367","FRA"
"10.1101/014076","10.1039/c5mb00222b","IND"
"10.1101/014092","10.1016/j.neuroimage.2015.04.012","BEL"
"10.1101/014118","10.1101/gr.189894.115","DEU"
"10.1101/014126","10.1016/j.ajhg.2015.09.007","FRA"
"10.1101/014142","10.1039/c5mb00524h","USA"
"10.1101/014159","10.3389/fphys.2015.00167","JPN"
"10.1101/014167","10.1002/pro.2481","USA"
"10.1101/014175","10.1016/j.jmb.2014.06.003","USA"
"10.1101/014183","10.1371/journal.ppat.1004910","DEU"
"10.1101/014217","10.1371/journal.ppat.1005274","GBR"
"10.1101/014233","10.1098/rsif.2015.0140","USA"
"10.1101/014241","10.1038/ng.3307","ITA"
"10.1101/014290","10.1534/genetics.115.176743","USA"
"10.1101/014308","10.1016/j.ympev.2015.05.011","USA"
"10.1101/014324","10.1016/j.gene.2015.05.020","SVK"
"10.1101/014365","10.1186/s12918-015-0191-x","DEU"
"10.1101/014415","10.1038/hdy.2016.13","USA"
"10.1101/014431","10.1016/j.mbs.2015.03.015","BEL"
"10.1101/014449","10.1007/s10441-015-9269-5","USA"
"10.1101/014456","10.1111/1462-2920.12847","CHN"
"10.1101/014456","10.1111/1462-2920.12847","USA"
"10.1101/014464","10.1534/genetics.115.175919","CAN"
"10.1101/014472","10.1093/bioinformatics/btv354","USA"
"10.1101/014480","10.1016/j.virol.2015.03.016","USA"
"10.1101/014498","10.1038/ng.3396","GBR"
"10.1101/014514","10.1007/s10548-015-0433-7","CHE"
"10.1101/014514","10.1007/s10548-015-0433-7","SAU"
"10.1101/014530","10.1007/s00439-015-1602-1","SWE"
"10.1101/014548","10.3389/fnsys.2015.00038","DEU"
"10.1101/014571","10.1002/gepi.21895","USA"
"10.1101/014605","10.1073/pnas.1618834114","FRA"
"10.1101/014613","10.1093/molbev/msv200","DEU"
"10.1101/014639","10.1534/genetics.115.175802","USA"
"10.1101/014688","10.1126/science.aad5409","USA"
"10.1101/014720","10.1152/jn.00978.2014","USA"
"10.1101/014738","10.1038/nmeth.3493","DEU"
"10.1101/014787","10.1073/pnas.1500978112","USA"
"10.1101/014803","10.1093/nar/gkv1057","USA"
"10.1101/014829","10.1371/journal.pgen.1006520","GBR"
"10.1101/014837","10.1093/molbev/msv177","USA"
"10.1101/014837","10.1093/molbev/msv177","CHE"
"10.1101/014845","10.1534/g3.116.029421","USA"
"10.1101/014852","10.1002/ece3.2385","CAN"
"10.1101/014886","10.1371/journal.pgen.1004989","USA"
"10.1101/014894","10.1038/ng.3486","USA"
"10.1101/014894","10.1038/ng.3486","CHN"
"10.1101/014902","10.1186/s12859-015-0665-2","DEU"
"10.1101/014910","10.1093/molbev/msv130","USA"
"10.1101/014928","10.1101/gr.184671.114","ISR"
"10.1101/014936","10.1534/g3.115.017905","USA"
"10.1101/014951","10.1016/j.humimm.2015.08.002","USA"
"10.1101/014977","10.1093/nar/gkv1107","CHN"
"10.1101/015008","10.1186/s13073-016-0386-9","NLD"
"10.1101/015040","10.3389/fncom.2015.00016","CHN"
"10.1101/015057","10.1098/rsif.2014.1405","GBR"
"10.1101/015065","10.3389/fninf.2016.00011","NOR"
"10.1101/015107","10.1186/s12864-015-1934-1","USA"
"10.1101/015115","10.1098/rstb.2014.0236","AUS"
"10.1101/015115","10.1098/rstb.2014.0236","USA"
"10.1101/015156","10.1186/s12864-017-3510-3","USA"
"10.1101/015164","10.1371/journal.pgen.1005278","USA"
"10.1101/015172","10.1098/rspb.2015.1658","ITA"
"10.1101/015214","10.1371/journal.pcbi.1004736","DEU"
"10.1101/015222","10.1016/j.humimm.2015.09.001","USA"
"10.1101/015230","10.1016/j.humimm.2015.09.003","NLD"
"10.1101/015305","10.1186/s12870-015-0582-6","CHN"
"10.1101/015370","10.1093/nar/gkw988","HKG"
"10.1101/015396","10.1038/ejhg.2015.224","ESP"
"10.1101/015404","10.1242/dev.127019","CAN"
"10.1101/015404","10.1242/dev.127019","BEL"
"10.1101/015438","10.1021/acssynbio.5b00107","JPN"
"10.1101/015446","10.1186/s12864-015-1658-2","CHN"
"10.1101/015511","10.3389/fmicb.2015.00262","USA"
"10.1101/015537","10.1093/bioinformatics/btv514","AUT"
"10.1101/015545","10.1016/j.ijpara.2016.02.001","GBR"
"10.1101/015552","10.1038/nmeth.3437","USA"
"10.1101/015560","10.1371/journal.pgen.1005664","USA"
"10.1101/015594","10.1080/23273798.2014.995108","TUR"
"10.1101/015602","10.3109/19401736.2015.1033696","CHN"
"10.1101/015651","10.1371/journal.pcbi.1005073","FRA"
"10.1101/015677","10.1093/ijnp/pyv061","USA"
"10.1101/015685","10.1534/genetics.115.178335","USA"
"10.1101/015693","10.1101/gr.183160.114","CHE"
"10.1101/015719","10.1016/j.cels.2015.08.012","DEU"
"10.1101/015727","10.1038/nmeth.3062","DNK"
"10.1101/015750","10.1088/1741-2560/12/3/036011","IND"
"10.1101/015776","10.1186/1471-2164-15-1117","DEU"
"10.1101/015784","10.1101/gr.189597.115","POL"
"10.1101/015818","10.1093/molbev/msv134","JPN"
"10.1101/015859","10.1016/j.ajhg.2015.09.007","FRA"
"10.1101/015867","10.1093/bioinformatics/btv545","ITA"
"10.1101/015875","10.1016/j.mgene.2015.07.004","IND"
"10.1101/015883","10.1371/journal.pcbi.1004564","USA"
"10.1101/015891","10.1093/femsyr/fow045","ESP"
"10.1101/015917","10.1101/gr.204149.116","BEL"
"10.1101/015925","10.1016/j.ejca.2016.08.014","NLD"
"10.1101/015941","10.1371/journal.pgen.1005165","USA"
"10.1101/015958","10.1016/j.neuropsychologia.2015.07.028","ISR"
"10.1101/015966","10.1093/nar/gkv734","USA"
"10.1101/016022","10.1101/gr.193748.115","NOR"
"10.1101/016030","10.1534/genetics.115.177170","NZL"
"10.1101/016063","10.1093/bioinformatics/btv461","DEU"
"10.1101/016089","10.1016/j.gpb.2016.03.001","NLD"
"10.1101/016089","10.1016/j.gpb.2016.03.001","DEU"
"10.1101/016097","10.1186/s13059-015-0746-6","USA"
"10.1101/016105","10.1186/s12879-015-1317-x","CMR"
"10.1101/016139","10.1091/mbc.e14-06-1130","USA"
"10.1101/016154","10.1534/g3.115.017558","USA"
"10.1101/016196","10.1186/s12864-015-1622-1","JPN"
"10.1101/016212","10.1016/j.neuroimage.2015.11.049","USA"
"10.1101/016238","10.1111/evo.12757","ESP"
"10.1101/016246","10.1093/nar/gkv791","USA"
"10.1101/016261","10.3732/ajb.1500196","USA"
"10.1101/016337","10.1534/genetics.115.177998","USA"
"10.1101/016345","10.1186/s12864-015-1828-2","MYS"
"10.1101/016352","10.1186/s13059-015-0763-5","USA"
"10.1101/016360","10.1093/sysbio/syv044","SWE"
"10.1101/016378","10.1016/j.revpalbo.2016.06.007","AUT"
"10.1101/016386","10.1093/sysbio/syw019","USA"
"10.1101/016394","10.1242/dev.128553","DEU"
"10.1101/016402","10.1534/g3.115.021592","USA"
"10.1101/016469","10.1534/genetics.115.180265","CAN"
"10.1101/016485","10.1111/2041-210x.12465","USA"
"10.1101/016493","10.1111/jocn.13282","USA"
"10.1101/016519","10.1186/s13742-015-0068-3","CHN"
"10.1101/016519","10.1186/s13742-015-0068-3","SAU"
"10.1101/016519","10.1186/s13742-015-0068-3","DNK"
"10.1101/016543","10.1534/genetics.115.178434","USA"
"10.1101/016618","10.1016/j.ajhg.2015.10.010","JPN"
"10.1101/016642","10.1101/gr.196238.115","USA"
"10.1101/016667","10.1111/evo.12930",NA
"10.1101/016675","10.1093/gbe/evv180","CHN"
"10.1101/016709","10.1073/pnas.1507981112","USA"
"10.1101/016774","10.1093/gbe/evv106","CHE"
"10.1101/016790","10.1073/pnas.1517584112","USA"
"10.1101/016808","10.1186/s13073-015-0202-y","USA"
"10.1101/016832","10.1111/evo.12910","USA"
"10.1101/016840","10.1016/j.jtbi.2017.01.014","JPN"
"10.1101/016873","10.1016/j.mib.2015.03.001","USA"
"10.1101/016881","10.1534/genetics.115.178939","DEU"
"10.1101/016915","10.1093/nar/gkv360","KOR"
"10.1101/016949","10.1371/journal.pgen.1005647","SWE"
"10.1101/016949","10.1371/journal.pgen.1005647","USA"
"10.1101/017020","10.1534/genetics.114.173443","USA"
"10.1101/017095","10.1093/bioinformatics/btw039","BEL"
"10.1101/017103","10.1093/bioinformatics/btv579","BEL"
"10.1101/017111","10.1093/bioinformatics/btw611","GBR"
"10.1101/017186","10.1534/g3.115.021261","USA"
"10.1101/017194","10.1186/s13742-015-0107-0","CHN"
"10.1101/017210","10.1016/j.cell.2015.11.017","CHN"
"10.1101/017244","10.1534/genetics.115.175752","USA"
"10.1101/017269","10.1021/acssynbio.7b00083","KOR"
"10.1101/017277","10.1371/journal.pgen.1006101","DEU"
"10.1101/017285","10.1186/s12870-017-1069-4","ITA"
"10.1101/017343","10.1002/ajpa.22995","ITA"
"10.1101/017350","10.1016/j.neuroimage.2016.07.025","CHN"
"10.1101/017350","10.1016/j.neuroimage.2016.07.025","USA"
"10.1101/017368","10.1111/ddi.12368","ESP"
"10.1101/017384","10.1534/g3.115.016675","USA"
"10.1101/017392","10.1093/bioinformatics/btv582","FRA"
"10.1101/017426","10.1016/j.molliq.2015.09.022","IND"
"10.1101/017434","10.1016/j.ajhg.2015.04.015","USA"
"10.1101/017459","10.1038/ng.3454","USA"
"10.1101/017467","10.1016/j.ecolind.2016.02.005","FIN"
"10.1101/017475","10.1093/molbev/msv148","CHN"
"10.1101/017509","10.1093/bioinformatics/btw088","GBR"
"10.1101/017525","10.1111/nrm.12078","USA"
"10.1101/017533","10.1086/685773","CAN"
"10.1101/017566","10.1534/genetics.115.180810","CAN"
"10.1101/017582","10.1093/bioinformatics/btv707","CHN"
"10.1101/017590","10.1016/j.molp.2016.04.014","DEU"
"10.1101/017608","10.1186/s13073-015-0203-x","USA"
"10.1101/017624","10.1371/journal.pcbi.1004581","USA"
"10.1101/017681","10.1016/j.meegid.2016.04.014","BRA"
"10.1101/017707","10.1371/journal.pcbi.1004458","USA"
"10.1101/017731","10.1016/j.ajhg.2015.12.016","ITA"
"10.1101/017749","10.1093/molbev/msv168","USA"
"10.1101/017772","10.1186/s13059-015-0736-8","USA"
"10.1101/017806","10.1016/j.neuroimage.2015.06.078","USA"
"10.1101/017822","10.1534/genetics.115.178913","USA"
"10.1101/017855","10.1371/journal.pgen.1005803","USA"
"10.1101/017863","10.3389/fncir.2015.00038","DEU"
"10.1101/017863","10.3389/fncir.2015.00038","CHE"
"10.1101/017871","10.1371/journal.pgen.1005508","USA"
"10.1101/017889","10.1016/j.bbagrm.2015.07.016","TWN"
"10.1101/017897","10.1016/j.neuroimage.2015.10.081","KOR"
"10.1101/017939","10.1186/s13059-016-0884-5","SWE"
"10.1101/017954","10.1111/ele.12476","CHN"
"10.1101/018036","10.1371/journal.pcbi.1004983","ISR"
"10.1101/018044","10.1534/g3.115.022301","USA"
"10.1101/018077","10.1093/gbe/evv091","DEU"
"10.1101/018127","10.4081/mr.2015.5800","IND"
"10.1101/018143","10.1016/j.ajhg.2015.12.017","AUS"
"10.1101/018184","10.1155/2016/4034620","HUN"
"10.1101/018259","10.1038/nmeth.3651","USA"
"10.1101/018267","10.1093/bioinformatics/btw166","USA"
"10.1101/018291","10.1111/nph.13728","FRA"
"10.1101/018325","10.1073/pnas.1515043112","USA"
"10.1101/018333","10.1093/bioinformatics/btv352","IND"
"10.1101/018358","10.1021/acssynbio.5b00085","USA"
"10.1101/018374","10.1371/journal.pcbi.1004407","DEU"
"10.1101/018424","10.1101/gr.192336.115","CHN"
"10.1101/018457","10.1093/molbev/msv143","PRT"
"10.1101/018465","10.1186/s13059-015-0838-3","GBR"
"10.1101/018481","10.1098/rsif.2015.0563","USA"
"10.1101/018507","10.1039/c4ib00295d","USA"
"10.1101/018523","10.1007/s10344-015-0937-1","ESP"
"10.1101/018531","10.1093/bioinformatics/btw316","USA"
"10.1101/018572","10.1101/gr.191189.115","USA"
"10.1101/018648","10.1093/hmg/ddv307","CHN"
"10.1101/018655","10.1016/j.cels.2015.10.001","USA"
"10.1101/018697","10.1111/mec.13272","USA"
"10.1101/018721","10.1186/s13059-015-0786-y","ESP"
"10.1101/018747","10.1007/s10120-015-0563-3","JPN"
"10.1101/018754","10.1093/nar/gkw741","USA"
"10.1101/018788","10.1038/ng.3459","USA"
"10.1101/018853","10.1002/dvg.22871","USA"
"10.1101/018861","10.1002/ecy.1602","USA"
"10.1101/018879","10.1371/journal.pcbi.1004453","ISR"
"10.1101/018911","10.1093/ofid/ofv125","USA"
"10.1101/018937","10.1098/rspb.2015.1405","GBR"
"10.1101/018945","10.1016/j.neuroimage.2016.05.037","USA"
"10.1101/018994","10.1007/s10682-015-9805-4","BRA"
"10.1101/019000","10.1186/s13059-015-0743-9","GBR"
"10.1101/019018","10.1101/gr.187823.114","SWE"
"10.1101/019042","10.1093/nar/gkv560","JPN"
"10.1101/019083","10.1104/pp.15.01935","GBR"
"10.1101/019117","10.1038/sdata.2015.21","GBR"
"10.1101/019125","10.1002/bies.201500043","DEU"
"10.1101/019141","10.1186/s13059-015-0824-9","NZL"
"10.1101/019158","10.1534/genetics.115.184176","AUS"
"10.1101/019166","10.1126/science.aad9948","USA"
"10.1101/019174","10.1128/microbiolspec.dmih2-0031-2016","USA"
"10.1101/019190","10.3389/fncel.2015.00295","JPN"
"10.1101/019216","10.1534/genetics.115.179648","USA"
"10.1101/019216","10.1534/genetics.115.179648","CHE"
"10.1101/019257","10.1186/s12915-015-0152-2","USA"
"10.1101/019273","10.1007/s10955-015-1410-y","FRA"
"10.1101/019315","10.1093/bioinformatics/btv432","USA"
"10.1101/019323","10.1371/journal.pgen.1005645","AUT"
"10.1101/019349","10.1371/journal.pcbi.1004420","DEU"
"10.1101/019372","10.1186/s12864-015-2304-8","USA"
"10.1101/019380","10.1002/jez.b.22642","USA"
"10.1101/019398","10.1137/140982337","USA"
"10.1101/019430","10.1534/genetics.115.178103","ESP"
"10.1101/019448","10.1038/nbt.3349","USA"
"10.1101/019455","10.1007/s11515-016-1393-3","CHN"
"10.1101/019521","10.1111/cmi.12529","USA"
"10.1101/019539","10.1093/bioinformatics/btv595","KOR"
"10.1101/019554","10.3732/ajb.1500360","USA"
"10.1101/019562","10.1371/journal.pgen.1005568","USA"
"10.1101/019570","10.1093/nar/gkv1478","RUS"
"10.1101/019588","10.1093/bioinformatics/btw321",NA
"10.1101/019612","10.1534/genetics.115.179234","GBR"
"10.1101/019620","10.1016/j.ymeth.2015.04.034","USA"
"10.1101/019661","10.1002/gepi.21991","USA"
"10.1101/019687","10.1137/16m1059059","USA"
"10.1101/019711","10.1073/pnas.1519265113","BEL"
"10.1101/019745","10.1016/j.ympev.2016.02.013","USA"
"10.1101/019752","10.1186/s13059-015-0772-4","USA"
"10.1101/019760","10.1186/s12864-015-2123-y","GBR"
"10.1101/019786","10.1371/journal.pgen.1005266","USA"
"10.1101/019794","10.1093/toxsci/kfv203","USA"
"10.1101/019802","10.1111/zoj.12324","NZL"
"10.1101/019844","10.1016/j.tig.2015.05.011","FRA"
"10.1101/019851","10.1093/molbev/msv336","USA"
"10.1101/019869","10.1103/physreve.92.012401","USA"
"10.1101/019877","10.1111/jeb.12772","CAN"
"10.1101/019893","10.1534/g3.115.020271","USA"
"10.1101/019901","10.1371/journal.pgen.1005748","USA"
"10.1101/019935","10.1002/ecs2.1250","USA"
"10.1101/019968","10.1093/beheco/arv224","USA"
"10.1101/019976","10.1111/pce.12692","ESP"
"10.1101/020099","10.1016/j.humimm.2015.10.021","FRA"
"10.1101/020149","10.1111/2041-210x.12564","AUS"
"10.1101/020164","10.1038/ng.3391","USA"
"10.1101/020172","10.1007/s10955-015-1387-6","USA"
"10.1101/020206","10.1371/journal.pcbi.1005425","USA"
"10.1101/020222","10.1158/1940-6207.capr-15-0366","USA"
