"PREPRINT_DOI","PREPRINT_TITLE","PREPRINT_POSTED_DATE"
"10.1101/101832","genome-wide phenotypic analysis of growth, cell morphogenesis and cell cycle events in escherichia coli.",2017-02-27
"10.1101/111690","a fluorogenic nanobody array tag for prolonged single molecule imaging in live cells",2017-02-27
"10.1101/111971","signaling architectures that transmit unidirectional information despite retroactivity",2017-02-27
"10.1101/111948","emergence and persistence of the chikungunya virus east-central-south-african genotype in northeast brazil",2017-02-27
"10.1101/111658","free isg15 as a dimer generates il-1ß-producing cd8a+ dendritic cells at the site of infection",2017-02-27
"10.1101/098996","a global perspective on bioinformatics training needs",2017-02-27
"10.1101/111187","and the best task is ...? using task potency to infer task specificity",2017-02-27
"10.1101/112250","tracing the influence of land-use change on water quality and coral reefs using a bayesian model",2017-02-27
"10.1101/112094","the recombination landscape in wild house mice inferred using population genomic data",2017-02-27
"10.1101/112060","demographic inference through approximate-bayesian-computation skyline plots",2017-02-27
"10.1101/111989","stpga: selection of training populations with a genetic algorithm",2017-02-27
"10.1101/106757","concern noted: a descriptive study of editorial expressions of concern in pubmed and pubmed central.",2017-02-27
"10.1101/112110","a microfluidic biodisplay",2017-02-27
"10.1101/112243","dmarch8, a drosophila ubiquitin ligase, regulates polymodifications of tubulin in the spermiogenic pathway",2017-02-27
"10.1101/111914","genomic epidemiology of global klebsiella pneumoniae carbapenemase (kpc)-producing e. coli",2017-02-27
"10.1101/112284","particle tracking facilitates real time motion compensation in 2d or 3d two-photon imaging of neuronal activity",2017-02-27
"10.1101/112169","brd4 inhibitors block telomere elongation",2017-02-27
"10.1101/110460","improving data availability for brain image biobanking in healthy subjects: practice-based suggestions from an international multidisciplinary working group",2017-02-27
"10.1101/112052","rule-based modeling using wildcards",2017-02-27
"10.1101/112045","functional genomic analysis of corals from natural co2-seeps reveal core molecular responses involved in acclimatization to ocean acidification",2017-02-27
"10.1101/111542","dynamics of asc speck formation during skin inflammatory responses in vivo",2017-02-27
"10.1101/112276","gene editing in rat embryonic stem cells to produce in vitro models and in vivo reporters",2017-02-27
"10.1101/110734","enabling cross-study analysis of rna-sequencing data",2017-02-27
"10.1101/112086","understanding inhibitor resistance in mps1 kinase through novel biophysical assays and structures",2017-02-27
"10.1101/112128","revealing age-related changes of adult hippocampal neurogenesis",2017-02-27
"10.1101/112318","comparative genomics approaches accurately predict deleterious variants in plants",2017-02-27
"10.1101/112235","identifying tagging snps for african specific genetic variation from the african diaspora genome",2017-02-27
"10.1101/112565","gmpr: a novel normalization method for microbiome sequencing data",2017-02-28
"10.1101/112417","a bayesian framework for estimating cell type composition from dna methylation without the need for methylation reference",2017-02-28
"10.1101/112581","conflicting evolutionary histories of the mitochondrial and nuclear genomes in new world myotis",2017-02-28
"10.1101/112540","analyzing ecological networks of species interactions",2017-02-28
"10.1101/112383","the human brain views selfish behaviour towards genetic vs. non-genetic sibling differently",2017-02-28
"10.1101/112334","high quality frozen extracts ofxenopus laeviseggs reveal size-dependent control of metaphase spindle micromechanics",2017-02-28
"10.1101/112623","reconstruction of cell lineages and behaviors underlying arthropod limb outgrowth with multi-view light-sheet imaging and tracking",2017-02-28
"10.1101/112367","pan-cancer scale landscape of simple somatic mutations",2017-02-28
"10.1101/112532","orcomutagenesis causes loss of antennal lobe glomeruli and impaired social behavior in ants",2017-02-28
"10.1101/112557","functional annotation of chemical libraries across diverse biological processes",2017-02-28
"10.1101/112409","a data-driven model for the assessment of tuberculosis transmission in evolving demographic structures.",2017-02-28
"10.1101/111773","active and poised promoter states drive folding of the extended hoxb locus in mouse embryonic stem cells",2017-02-28
"10.1101/112433","face inversion reveals holistic processing of peripheral faces",2017-02-28
"10.1101/112599","super-resolution microscopy reveals the three-dimensional organization of meiotic chromosome axes in intactc. eleganstissue",2017-02-28
"10.1101/112375","allopatric divergence, local adaptation, and multiple quaternary refugia in a long-lived tree (quercus spinosa) from subtropical china",2017-02-28
"10.1101/112516","good tutors are not dear enemies in song sparrows",2017-02-28
"10.1101/112144","tbx1 represses mef2c gene expression by inducing histone 3 deacetylation of the anterior heart field enhancer",2017-02-28
"10.1101/112391","cohesion: a method for quantifying the connectivity of microbial communities",2017-02-28
"10.1101/112524","a maternal-effect genetic incompatibility incaenorhabditis elegans",2017-02-28
"10.1101/112870","detecting long-term balancing selection using allele frequency correlation",2017-03-01
"10.1101/112730","time-delayed biodiversity feedbacks and the sustainability of social-ecological systems.",2017-03-01
"10.1101/112649","phylogenetic diversity and anti-mrsa activity of halotolerant actinobacteria from sediments in great salt plains, oklahoma.",2017-03-01
"10.1101/112698","improving prediction of compound function from chemical structure using chemical-genetic networks",2017-03-01
"10.1101/112664","comparative genomics of the tardigrades hypsibius dujardini and ramazzottius varieornatus",2017-03-01
"10.1101/112813","learning complex representations from spatial phase statistics of natural scenes",2017-03-01
"10.1101/112656","mice lacking nf-<U+03BA>b1 exhibit marked dna damage responses and more severe gastric pathology in response to intraperitoneal tamoxifen administration.",2017-03-01
"10.1101/112797","evolution of ribosomal internal transcribed spacers in deuterostomia",2017-03-01
"10.1101/112854","mosaic: a chemical-genetic interaction data repository and web resource for exploring chemical modes of action",2017-03-01
"10.1101/112748","quantifying the entropic cost of cellular growth control",2017-03-01
"10.1101/112755","population dynamics of immune repertoires",2017-03-01
"10.1101/112326","systematic identification of pleiotropic genes from genetic interactions",2017-03-01
"10.1101/112672","discovery and reporting of clinically-relevant germline variants in advanced cancer patients assessed using whole-exome sequencing",2017-03-01
"10.1101/112631","hicplus: resolution enhancement of hi-c interaction heatmap",2017-03-01
"10.1101/111252","predicting bioprocess targets of chemical compounds through integration of chemical-genetic and genetic interaction networks",2017-03-01
"10.1101/112714","extensive farming in estonia started through a sex-biased migration from the steppe",2017-03-02
"10.1101/112946","recblast: cloud-based large scale orthology detection",2017-03-02
"10.1101/113068","large-scale simultaneous measurement of epitopes and transcriptomes in single cells.",2017-03-02
"10.1101/113225","simple rules for an efficient use of geographic information systems in molecular ecology",2017-03-02
"10.1101/112763","structural characterization of human vaccinia-related kinases (vrk) bound to small-molecule inhibitors identifies different p-loop conformations",2017-03-02
"10.1101/112920","reconstructing a metazoan genetic pathway with transcriptome-wide epistasis measurements",2017-03-02
"10.1101/113167","15-keto-prostaglandin e2 activates host peroxisome proliferator-activated receptor gamma (ppar-<U+03B3>) to promote cryptococcus neoformans growth during infection.",2017-03-02
"10.1101/113134","distinct projection patterns of different classes of layer 2 principal neurons in the olfactory cortex",2017-03-02
"10.1101/113001","genome-wide analysis of cell-gene interactions",2017-03-02
"10.1101/113126","the neural basis of motivational influences on cognitive control: an ale meta-analysis",2017-03-02
"10.1101/113027","how to get the most bang for your buck: the evolution and physiology of nutrition-dependent resource allocation strategies",2017-03-02
