"PREPRINT_DOI","ARTICLE_DOI","COUNTRYCODE","INSTITUTION_FULL"
"10.1101/029140","10.1016/j.bbamem.2015.12.004","RUS","Russian Academy of Sciences, Institute of Cytology"
"10.1101/029157","10.1088/1478-3975/12/6/066014","DEU","Humboldt-Universitat zu Berlin, Theoretical Biophysics"
"10.1101/029165","10.1111/2041-210x.12523","GBR","Centre for Ecology and Hydrology"
"10.1101/029165","10.1111/2041-210x.12523","GBR","University of Oxford, Wellcome Trust Centre for Human Genetics, Spatial Ecology and Epidemiology Group"
"10.1101/029173","10.1371/journal.pgen.1006061","TWN","Chang Gung University, College of Medicine, Graduate Institute of Biomedical Sciences"
"10.1101/029199","10.1534/g3.115.025577","USA","National Institutes of Health, National Institute of Diabetes and Digestive and Kidney Diseases, Laboratory of Biochemistry and Genetics"
"10.1101/029207","10.1371/journal.pgen.1005684","USA","Princeton University, Department of Molecular Biology"
"10.1101/029223","10.1111/nph.13837","NLD","Wageningen University, Graduate School Experimental Plant Sciences, Department of Plant Sciences"
"10.1101/029249","10.1007/s12041-016-0669-3","CHN","Huazhong Agricultural University, College of Fisheries"
"10.1101/029249","10.1007/s12041-016-0669-3","CHN","Freshwater Aquaculture Collaborative Innovation Center of Hubei Province"
"10.1101/029256","10.1037/rev0000048","GBR","University of York, Department of Psychology"
"10.1101/029306","10.1093/nar/gkw672","JPN","Osaka University, Institute of Scientific and Industrial Research (ISIR), Department of Regulatory Bioorganic Chemistry"
"10.1101/029314","10.1016/j.neuropsychologia.2015.10.025","NLD","Department of Child-and Adolescent Psychiatry, University of Groningen, University Medical Center Groningen"
"10.1101/029371","10.1093/sysbio/syw023","USA","Arizona State University, School of Life Sciences"
"10.1101/029421","10.1101/gr.209361.116","USA","Arizona State University, School of Life Sciences"
"10.1101/029421","10.1101/gr.209361.116","USA","Arizona State University, Molecular and Cellular Biology Graduate Program"
"10.1101/029421","10.1101/gr.209361.116","USA","The Biodesign Institute at Arizona State University, Virginia G. Piper Center for Personalized Diagnostics"
"10.1101/029439","10.1007/s12041-016-0663-9","CHN","Hebei Academy of Agricultural and Forestry Sciences, Institute of Cereal and Oil Crops, Key Laboratory of Crop Genetics and Breeding of Hebei Province"
"10.1101/029462","10.1098/rsif.2016.0228","GBR","University of Brighton, School of Pharmacy and Biological Sciences, Division of Chemistry"
"10.1101/029470","10.1016/j.jtbi.2015.09.038","GBR","Royal Holloway University of London, School of Biological Sciences"
"10.1101/029488","10.1007/s00439-016-1652-z","GBR","University of Oxford, Nuffield Department of Obstetrics and Gynaecology"
"10.1101/029496","10.1534/g3.115.024067","NLD","Leiden University, Institute of Biology Leiden, Molecular Microbiology and Biotechnology"
"10.1101/029504","10.1093/ije/dyw326","DEU","German Centre of Gerontology (DZA)"
"10.1101/029520","10.1534/genetics.115.180141","USA","Purdue University, Department of Biochemistry"
"10.1101/029538","10.1016/j.ygeno.2016.01.004","USA","Northeastern University, Department of Computer Science"
"10.1101/029546","10.1534/genetics.115.182436","USA","University of Washington, Department of Biology"
"10.1101/029587","10.1021/acssynbio.5b00228","KOR","KAIST, BK21 Plus Program, Department of Chemical and Biomolecular Engineering"
"10.1101/029595","10.1371/journal.pcbi.1004671","USA","Los Angeles, University of California, David Geffen School of Medicine"
"10.1101/029603","10.1371/journal.pcbi.1005641","GBR","BenevolentAI"
"10.1101/029603","10.1371/journal.pcbi.1005641","GBR","University College London, Institute of Cardiovascular Science"
"10.1101/029611","10.1111/nph.13950","DEU","Max-Planck-Institut fur Molekulare Pflanzenphysiologie"
"10.1101/029652","10.1093/bioinformatics/btw279","FRA","CRIStAL, CNRS"
"10.1101/029736","10.1093/bioinformatics/btv629","ESP","Barcelona Institute of Science and Technology, Centre for Genomic Regulation (CRG)"
"10.1101/029736","10.1093/bioinformatics/btv629","ESP","Universitat Pompeu Fabra (UPF)"
"10.1101/029819","10.1088/1748-3190/11/4/046006","USA","Biomimicry Institute"
"10.1101/029819","10.1088/1748-3190/11/4/046006","USA","Harvard University, Department of Organismic and Evolutionary Biology"
"10.1101/029827","10.1186/s13059-016-1009-x","DEU","TUM School of Life Sciences Weihenstephan, Plant Breeding, Technical University of Munich"
"10.1101/029843","10.1093/bib/bbw024","DEU","Gottingen University Medical Center"
"10.1101/029918","10.1098/rsif.2016.0057","USA","Johns Hopkins University, Department of Mechanical Engineering"
"10.1101/029926","10.1093/bioinformatics/btw756","LTU","Vilnius University, Institute of Biotechnology"
"10.1101/029934","10.1111/1462-2920.13237",NA,"Department of Limnology and Bio-Oceanography, University of Vienna, Vienna, Austria"
"10.1101/029942","10.1534/genetics.115.185181","USA","Michigan State University, Department of Epidemiology and Biostatistics"
"10.1101/029967","10.15252/msb.20156628","AUT","University of Vienna, Max F. Perutz Laboratories"
"10.1101/030015","10.1093/treephys/tpx046","CHN","Chinese Academy of Sciences, Institute of Geographic Sciences and Natural Resources Research, Key Laboratory of Ecosystem Network Observation and Modeling"
"10.1101/030015","10.1093/treephys/tpx046","CHN","University of Chinese Academy of Sciences, College of Resources and Environment"
"10.1101/030031","10.1016/j.scitotenv.2015.12.073","DEU","University of Munster, Climatology Research Group, Institute of Landscape Ecology"
"10.1101/030056","10.1111/evo.12982",NA,"Current Address: Aarhus Institute of Advanced Studies, Aarhus University, 8000, Aarhus, Denmark"
"10.1101/030056","10.1111/evo.12982",NA,"Department of Biology, Evolutionary Ecology Unit, Lund University, SE-223 62, Lund, Sweden"
"10.1101/030122","10.1111/pce.12762","CHN","Hefei University of Technology, School of Biotechnology and Food Engineering"
"10.1101/030148","10.1371/journal.pgen.1006427","ESP","Barcelona, Hospital Duran i Reynals, Institut d?Investigacio Biomedica de Bellvitge"
"10.1101/030155","10.1186/s12918-016-0312-1","USA","School of Medicine, Indiana University"
"10.1101/030163","10.1534/g3.116.032029","USA","Developmental Biology, Cellular, Department of Molecular"
"10.1101/030189","10.1371/journal.pcbi.1004740","GBR","University of Manchester"
"10.1101/030205","10.1371/journal.pgen.1005891","USA","Berkeley, University of California, Museum of Vertebrate Zoology"
"10.1101/030205","10.1371/journal.pgen.1005891","USA","Cornell University, Neurobiology and Behavior"
"10.1101/030205","10.1371/journal.pgen.1005891","USA","University of Arizona, Ecology and Evolutionary Biology"
"10.1101/030239","10.1534/g3.116.034165","USA","University of Minnesota, and Development, Cell Biology"
"10.1101/030247","10.1534/genetics.115.182469","CAN","University of Ottawa, Microbiology and Immunology, Department of Biochemistry"
"10.1101/030270","10.1016/j.ajhg.2016.01.011","USA","Baylor College of Medicine, Department of Molecular and Human Genetics"
"10.1101/030288","10.1038/ng.3597","NLD","Radboud University Medical Center, Radboud Institute for Molecular Life Sciences, Department of Human Genetics"
"10.1101/030296","10.1105/tpc.15.00787","DEU","Max Planck Institute for Plant Breeding Research, Department Plant Developmental Biology"
"10.1101/030346","10.1111/mec.13850","ESP","INIA-Forest Research Centre, Department of Forest Ecology and Genetics"
"10.1101/030346","10.1111/mec.13850","USA","West Virginia University, Department of Biology"
"10.1101/030361","10.3389/fmicb.2016.00066","CHN","Shandong Agricultural University, College of Animal Science and Technology, Laboratory of Animal Biological Products"
"10.1101/030387","10.1534/genetics.116.188508","USA","Washington State University, Department of Animal Sciences and Center for Reproductive Biology"
"10.1101/030403","10.1093/bioinformatics/btw048","USA","Harvard Medical School, Beth Israel Deaconess Medical Center, Department of Surgery"
"10.1101/030486","10.1016/j.molcel.2016.02.027","JPN","The University of Tokyo, Institute of Molecular and Cellular Biosciences"
"10.1101/030486","10.1016/j.molcel.2016.02.027","JPN","The University of Tokyo, Graduate School of Frontier Sciences, Department of Computational Biology and Medical Sciences"
"10.1101/030494","10.1371/journal.pgen.1005781","FRA","UMR 3244, CNRS, PSL Research University"
"10.1101/030494","10.1371/journal.pgen.1005781","FRA","UMR 3244, CNRS, UPMC Univ Paris 06"
"10.1101/030536","10.1016/j.mod.2016.08.003","USA","and Biochemistry, Cell Biology, Molecular Biology"
"10.1101/030551","10.1016/j.cels.2016.04.015","FRA","Universite Grenoble Alpes TIMC-IMAG, CNRS"
"10.1101/030569","10.1371/journal.pcbi.1004766","NLD","Cognition and Behaviour, Donders Institute for Brain, Radboud University"
"10.1101/030585","10.1111/nph.13947","CZE","Palacky University, Centre of the Region Hana for Biotechnological and Agricultural Research, Faculty of Science"
"10.1101/030619","10.1186/s12864-017-3753-z","FRA","Universite de Perpignan Via Domitia, Laboratoire Genome et Developpement des Plantes"
"10.1101/030619","10.1186/s12864-017-3753-z","FRA","Centre National de la Recherche Scientifique, Laboratoire Genome et Developpement des Plantes"
"10.1101/030668","10.1128/mbio.00235-16","USA","Columbia University Medical Center, and Physiology and Cellular Biophysics, Microbiology and Immunology"
"10.1101/030759","10.1534/g3.115.026344","USA","New York University Langone Medical Center, Skirball Institute of Biomolecular Medicine, Developmental Genetics Program"
"10.1101/030809","10.1007/s11192-016-1943-0","USA","University of Miami, Rosenstiel School of Marine & Atmospheric Science"
"10.1101/030825","10.1093/bioinformatics/btw153","GBR","King's College London, Randall Division of Cell and Molecular Biophysics"
"10.1101/030833","10.1111/evo.13031","ZAF","Stellenbosch University, Department of Botany and Zoology"
"10.1101/030833","10.1111/evo.13031","USA","Dartmouth College, Department of Biology"
"10.1101/030858","10.1111/evo.13024","NOR","Norwegian University of Science and Technology, Current Address: Center for Biodiversity Dynamics"
"10.1101/030858","10.1111/evo.13024","DEU","Max Planck Institute for Ornithology, Department of Behavioral Ecology and Evolutionary Genetics"
"10.1101/030858","10.1111/evo.13024","DEU","Max Planck Institute for Ornithology, Research Group Evolutionary Ecology of Variation"
"10.1101/030866","10.1093/nar/gkw535","USA","Department of Microbiology and Molecular Genetics, University of Pittsburgh School of Medicine"
"10.1101/030916","10.3389/fmars.2016.00011","SWE","University of Gothenburg, Economics and Law, School of Business"
"10.1101/030932","10.3732/ajb.1500503","CAN","Centre de recherche en innovation sur les vegetaux Quebec, Universite Laval, Departement de phytologie"
"10.1101/030940","10.1534/genetics.116.188508","USA","Washington State University, Department of Animal Sciences and Center for Reproductive Biology"
"10.1101/030957","10.1104/pp.15.01561","KOR","Kyung Hee University, Department of Genetic Engineering and Crop Biotech Institute"
"10.1101/030973","10.1093/sysbio/syw030","USA","Medical Sciences Center, University of Wisconsin, Department of Statistics"
"10.1101/030981","10.1186/s12711-016-0191-3","GBR","University of Edinburgh, Roslin Institute and R(D)SVS"
"10.1101/031013","10.1534/g3.116.029520","CAN","The University of Western Ontario, Department of Biochemistry"
"10.1101/031062","10.1038/hdy.2015.96","CHN","Tongji University, Sino-Canada Centre for Environmental and Sustainable Development, College of Environmental Science and Engineering"
"10.1101/031062","10.1038/hdy.2015.96","CAN","Queen's University, Department of Biology"
"10.1101/031104","10.4238/gmr.15038347","CHN","Southwest Medical University, Research Center for Preclinical Medicine"
"10.1101/031120","10.1038/mp.2015.193","JPN","Tohoku University, Institute of Development, Division of Developmental Cognitive Neuroscience"
"10.1101/031161","10.1002/ece3.2257","DEU","Justus Liebig University Giessen, Land Use and Nutrition (IFZ), Research Centre for Biosystems"
"10.1101/031161","10.1002/ece3.2257","ECU","Universidad Tecnica Particular de Loja (UTPL), Departamento de Ciencias Naturales"
"10.1101/031179","10.3835/plantgenome2015.09.0088","USA","Virginia Tech, Dep. of Crop and Soil Environmental Sciences"
"10.1101/031286","10.1093/database/baw025","USA","National Institutes of Health, National Library of Medicine, National Center for Biotechnology Information (NCBI)"
"10.1101/031328","10.1111/nph.14337","FRA","Institut du Littoral et de l'Environnement, CNRS Universite de La Rochelle, UMR7266 `LIENSs?"
"10.1101/031328","10.1111/nph.14337","DEU","Universitat Konstanz, Pflanzliche Okophysiologie, Zukunftskolleg"
"10.1101/031351","10.1186/s12862-016-0642-z","GBR","University of York, Department of Biology"
"10.1101/031369","10.1371/journal.pgen.1005904","USA","University of California Davis, Department of Plant Pathology"
"10.1101/031369","10.1371/journal.pgen.1005904","USA","St. Jude Children?s Research Hospital, Department of Computational Biology"
"10.1101/031385","10.1186/s13059-016-0895-2","GBR","European Bioinformatics Institute, European Molecular Biology Laboratory, Wellcome Trust Genome Campus"
"10.1101/031419","10.1186/s12920-016-0181-x","USA","School of Medicine, University of Utah, Department of Internal Medicine"
"10.1101/031443","10.1534/g3.116.032201","USA","Aquaculture and Aquatic Sciences, School of Fisheries, Aquatic Genomics Unit"
"10.1101/031476","10.1002/ecy.1437","CAN","Trent University, Environmental and Life Sciences"
"10.1101/031484","10.1093/bioinformatics/btw126","USA",NA
"10.1101/031492","10.1016/j.ajhg.2016.04.006","DNK","Aarhus University and University Hospital, Department of Clinical Medicine, Research Unit for Molecular Medicine"
"10.1101/031575","10.1111/mec.13932","USA","University of Wisconsin ? Madison, Laboratory of Genetics"
"10.1101/031609","10.1002/prot.25009","JPN","Niigata University, Graduate School of Science and Technology, Department of Food and Life Sciences"
"10.1101/031625","10.1038/nmeth.3696","USA","Harvard University, Wyss Institute for Biologically-Inspired Engineering"
"10.1101/031625","10.1038/nmeth.3696","USA","Harvard Medical School, Department of Genetics"
"10.1101/031633","10.1111/2041-210x.12809","ISR","Hebrew University of Jerusalem, Institute of Life Sciences, Evolution and Behavior"
"10.1101/031641","10.1126/science.aad9903","GBR","University of Edinburgh, Queen's Medical Research Institute, Centre for Inflammation Research"
