"PREPRINT_DOI","ARTICLE_DOI"
"10.1101/108498","10.1371/journal.pgen.1006974"
"10.1101/108464","10.1016/j.bbrc.2017.03.031"
"10.1101/108514","10.1016/j.jneumeth.2017.07.031"
"10.1101/108274","10.1038/s41598-017-12153-5"
"10.1101/108589","10.1111/jeb.13229"
"10.1101/108555","10.1371/journal.pcbi.1005755"
"10.1101/108530","10.1093/gigascience/gix079"
"10.1101/108985","10.1073/pnas.1704877114"
"10.1101/108753","10.1073/pnas.1703155114"
"10.1101/108993","10.1371/journal.pone.0193107"
"10.1101/108845","10.1016/j.stemcr.2017.11.012"
"10.1101/108746","10.1371/journal.ppat.1006469"
"10.1101/108928","10.1016/j.tpb.2017.08.001"
"10.1101/108902","10.1080/15476286.2017.1409930"
"10.1101/109009","10.1038/s41598-017-00961-8"
"10.1101/107748","10.1177/2158244017723408"
"10.1101/108878","10.1073/pnas.1702493114"
"10.1101/108936","10.3847/1538-4357/aa6c57"
"10.1101/109264","10.1074/jbc.ra117.000284"
"10.1101/109215","10.1038/s41598-017-09690-4"
"10.1101/109256","10.1162/jocn_a_01132"
"10.1101/109157","10.1038/ismej.2017.159"
"10.1101/109140","10.1093/nar/gkx361"
"10.1101/109181","10.1016/j.neuroimage.2018.02.066"
"10.1101/109108","10.1126/sciadv.1700606"
"10.1101/109330","10.1038/s41467-017-02356-9"
"10.1101/109306","10.1021/acssynbio.7b00059"
"10.1101/109587","10.1103/physreve.95.042307"
"10.1101/109470","10.1016/j.biosystems.2017.04.001"
"10.1101/108894","10.1371/journal.pone.0185146"
"10.1101/103150","10.1038/s41598-017-03315-6"
"10.1101/109363","10.1101/gr.214288.116"
"10.1101/109389","10.1038/s41467-017-01318-5"
"10.1101/078527","10.1038/ncomms15029"
"10.1101/109371","10.1038/s41559-018-0478-6"
"10.1101/109439","10.1038/s41598-017-12072-5"
"10.1101/109595","10.1038/ncomms15817"
"10.1101/109629","10.1186/s13059-017-1200-8"
"10.1101/109520","10.1038/sdata.2017.184"
"10.1101/109207","10.1038/nmeth.4391"
"10.1101/109223","10.1371/journal.pntd.0006063"
"10.1101/109124","10.1002/ajmg.a.38537"
"10.1101/109579","10.1016/j.tpb.2017.12.002"
"10.1101/109728","10.1186/s12859-017-1708-7"
"10.1101/109645","10.1371/journal.pone.0182585"
"10.1101/109769","10.1128/msphere.00233-17"
"10.1101/109777","10.1016/j.gdata.2017.08.006"
"10.1101/109801","10.1371/journal.pone.0184229"
"10.1101/109074","10.1371/journal.pone.0177724"
"10.1101/110056","10.1038/s41598-017-14767-1"
"10.1101/110064","10.1371/journal.pgen.1006670"
"10.1101/109231","10.3390/mi9040191"
"10.1101/109868","10.1111/1758-2229.12618"
"10.1101/110148","10.3389/fgene.2017.00052"
"10.1101/109934","10.7717/peerj.4111"
"10.1101/110007","10.1038/s41598-017-07553-6"
"10.1101/109850","10.1016/j.jneumeth.2017.06.017"
"10.1101/109876","10.1016/j.ajhg.2017.05.014"
"10.1101/109983","10.1038/s41598-017-11760-6"
"10.1101/110023","10.1038/s41467-017-01261-5"
"10.1101/109819","10.1523/jneurosci.3486-16.2017"
"10.1101/110742","10.1088/1478-3975/aa7bae"
"10.1101/110726","10.1038/srep45369"
"10.1101/110262","10.1093/bioinformatics/btx335"
"10.1101/110528","10.1038/s41598-017-18791-z"
"10.1101/110668","10.1038/nmeth.4402"
"10.1101/110593","10.1111/tpj.13781"
"10.1101/110452","10.1371/journal.pgen.1007254"
"10.1101/110700","10.1083/jcb.201702135"
"10.1101/110718","10.3389/feart.2017.00047"
"10.1101/110072","10.7554/elife.26084.001"
"10.1101/110346","10.1038/nmeth.4401"
"10.1101/110213","10.1093/bioinformatics/btx155"
"10.1101/110643","10.1093/cercor/bhx135"
"10.1101/110189","10.3390/ijerph15030486"
"10.1101/110387","10.1101/gr.222109.117"
"10.1101/110338","10.1016/j.bbrc.2017.03.043"
"10.1101/110361","10.1038/srep45604"
"10.1101/111013","10.1016/j.cels.2018.02.004"
"10.1101/110973","10.1002/ece3.3324"
"10.1101/110288","10.1177/1176935117702389"
"10.1101/110924","10.1152/jn.00275.2017"
"10.1101/109660","10.1523/jneurosci.3760-16.2017"
"10.1101/110775","10.1371/journal.pone.0183672"
"10.1101/110437","10.5599/admet.5.2.376"
"10.1101/110841","10.7554/elife.26258"
"10.1101/111039","10.1016/j.ajhg.2017.04.015"
"10.1101/110544","10.7554/elife.22848"
"10.1101/111005","10.1104/pp.17.00790"
"10.1101/110858","10.1128/mbio.00438-17"
"10.1101/111237","10.1105/tpc.17.00154"
"10.1101/111179","10.1016/j.bpj.2017.08.014"
"10.1101/111054","10.1093/bioinformatics/btx447"
"10.1101/111161","10.1371/journal.pcbi.1006010"
"10.1101/104117","10.1152/jn.00065.2017"
"10.1101/111203","10.1534/genetics.117.201483"
"10.1101/110221","10.1098/rspb.2017.0358"
"10.1101/110965","10.1038/nnano.2017.127"
"10.1101/111526","10.3390/v9040070"
"10.1101/109272","10.1093/nar/gkx286"
"10.1101/107078","10.1371/journal.pcbi.1005753"
"10.1101/111245","10.1371/journal.pbio.2002183"
"10.1101/111377","10.1534/g3.117.1136"
"10.1101/111559","10.3389/fmicb.2017.01312"
"10.1101/111195","10.1371/journal.pone.0189901"
"10.1101/111609","10.1038/tp.2017.171"
"10.1101/111765","10.1038/s41598-017-03416-2"
"10.1101/111575","10.1098/rsos.170949"
"10.1101/110940","10.1128/mbio.00924-17"
"10.1101/105247","10.1016/j.ymben.2017.04.006"
"10.1101/111831","10.1016/j.celrep.2017.05.091"
"10.1101/111922","10.1094/phyto-05-17-0184-r"
"10.1101/111955","10.1186/s12864-017-3934-9"
"10.1101/111898","10.1016/j.neuropsychologia.2017.07.024"
"10.1101/111500","10.1093/ije/dyx204"
"10.1101/112011","10.1371/journal.pgen.1006796"
"10.1101/111971","10.1016/j.bpj.2017.06.019"
"10.1101/112250","10.1038/s41598-017-05031-7"
"10.1101/112094","10.1534/genetics.117.300063"
"10.1101/112110","10.1021/acssynbio.7b00088"
"10.1101/112045","10.1111/gcb.13833"
"10.1101/111542","10.1083/jcb.201703103"
"10.1101/112276","10.1016/j.stemcr.2017.09.005"
"10.1101/110734","10.1038/sdata.2018.61"
"10.1101/112128","10.1242/dev.153544"
"10.1101/112581","10.1093/sysbio/syx070"
"10.1101/112334","10.1091/mbc.e17-03-0174"
"10.1101/112532","10.1016/j.cell.2017.07.001"
"10.1101/112557","10.1038/nchembio.2436"
"10.1101/112409","10.1073/pnas.1720606115"
"10.1101/112391","10.1038/ismej.2017.91"
"10.1101/112524","10.1126/science.aan0621"
"10.1101/112730","10.1016/j.ecolmodel.2017.02.022"
"10.1101/112664","10.1371/journal.pbio.2002266"
"10.1101/112797","10.1016/j.ympev.2017.08.015"
"10.1101/112714","10.1016/j.cub.2017.06.022"
"10.1101/113142","10.7717/peerj.3512"
"10.1101/112862","10.1093/toxsci/kfx101"
"10.1101/113191","10.1016/j.bpj.2017.08.032"
"10.1101/112979","10.1186/s12864-017-3943-8"
"10.1101/112847","10.7554/elife.21666"
"10.1101/112995","10.1242/jeb.170563"
"10.1101/113308","10.1111/ejss.12507"
"10.1101/113845","10.1038/nchembio.2503"
"10.1101/113340","10.1098/rsif.2017.0157"
"10.1101/113357","10.1371/journal.pone.0178608"
"10.1101/113217","10.1098/rsos.170342"
"10.1101/113373","10.3389/fnhum.2017.00433"
"10.1101/113274","10.1093/beheco/arx161"
"10.1101/111823","10.1152/jn.00158.2017"
"10.1101/113985","10.1098/rsob.170091"
"10.1101/113779","10.1534/genetics.117.300448"
"10.1101/108886","10.1111/oik.04479"
"10.1101/113696","10.1073/pnas.1702798114"
"10.1101/113852","10.1242/bio.025221"
"10.1101/113605","10.1016/j.tpb.2017.08.003"
"10.1101/113621","10.1007/s00894-017-3376-y"
"10.1101/113746","10.1073/pnas.1707009114"
"10.1101/113969","10.1111/mec.14426"
"10.1101/114199","10.1016/j.cub.2017.05.036"
"10.1101/113654","10.1128/mbio.01496-17"
"10.1101/114256","10.1093/jee/tox262"
"10.1101/114454","10.1523/jneurosci.0649-17.2017"
"10.1101/114504","10.7554/elife.26722"
"10.1101/114157","10.1016/j.jclepro.2017.10.027"
"10.1101/114470","10.1534/g3.117.300271"
"10.1101/114397","10.1186/s12859-017-1963-7"
"10.1101/113878","10.1093/eurheartj/ehx354"
"10.1101/114165","10.1186/s13059-017-1349-1"
"10.1101/114306","10.1371/journal.pone.0173609"
"10.1101/114330","10.1111/jeb.13182"
"10.1101/114355","10.15252/msb.20177834"
"10.1101/114348","10.1371/journal.pgen.1006769"
"10.1101/114215","10.1186/s13059-017-1344-6"
"10.1101/114488","10.1038/nature24476"
"10.1101/114603","10.2144/000114608"
"10.1101/113712","10.1016/j.intell.2017.04.003"
"10.1101/114785","10.12688/f1000research.11175.1"
"10.1101/114611","10.1002/cam4.1225"
"10.1101/114579","10.1186/s13059-017-1346-4"
"10.1101/114587","10.1111/2041-210x.12808"
"10.1101/114801","10.1242/dev.151712"
"10.1101/114660","10.1093/jhered/esx055"
"10.1101/114918","10.1128/aem.01174-17"
"10.1101/114835","10.1016/j.yhbeh.2017.07.001"
"10.1101/112458","10.1038/s41467-017-01002-8"
"10.1101/113597","10.1038/ismej.2017.119"
"10.1101/114850","10.1371/journal.pone.0180994"
"10.1101/114496","10.7554/elife.26580"
"10.1101/114991","10.7554/elife.27879"
"10.1101/115048","10.1016/j.jtbi.2017.10.003"
"10.1101/114983","10.3389/fcimb.2017.00227"
"10.1101/113753","10.7554/elife.27166"
"10.1101/114959","10.1534/g3.117.300079"
"10.1101/114884","10.1142/s0219720017500172"
"10.1101/115055","10.1371/journal.pgen.1006919"
"10.1101/115105","10.1242/dev.153528"
"10.1101/115170","10.1038/s41467-017-00828-6"
"10.1101/115121","10.1371/journal.pone.0184405"
"10.1101/114926","10.7554/elife.23249"
"10.1101/115295","10.1187/cbe.16-05-0162"
"10.1101/115360","10.1038/s41598-017-17149-9"
"10.1101/115410","10.1186/s13059-017-1341-9"
"10.1101/115501","10.1038/ng.3857"
"10.1101/115444","10.1073/pnas.1702994114"
"10.1101/115246","10.1111/nph.14619"
"10.1101/115477","10.1371/journal.pcbi.1005608"
"10.1101/105684","10.1002/ece3.3438"
"10.1101/115543","10.1371/journal.pcbi.1005889"
"10.1101/115519","10.1534/g3.117.300235"
"10.1101/115592","10.1186/s12870-018-1274-9"
"10.1101/115568","10.1038/s41437-017-0003-8"
"10.1101/115345","10.1186/s12859-017-1942-z"
"10.1101/115287","10.1016/j.fcr.2017.04.012"
"10.1101/115865","10.1371/journal.pone.0183103"
"10.1101/115816","10.1016/j.softx.2017.06.006"
"10.1101/115907","10.7554/elife.27347"
"10.1101/100164","10.1002/hbm.23656"
"10.1101/115709","10.3389/fmicb.2017.01620"
"10.1101/115733","10.1186/s12864-018-4512-5"
"10.1101/115675","10.1152/jn.00178.2017"
"10.1101/115667","10.1534/genetics.117.300092"
"10.1101/115741","10.3732/ajb.1700083"
"10.1101/115832","10.1016/j.physa.2017.11.080"
"10.1101/116004","10.1007/s00705-017-3466-2"
"10.1101/115949","10.1523/eneuro.0131-17.2017"
"10.1101/116038","10.1128/mbio.01412-17"
"10.1101/116046","10.1002/sta4.144"
"10.1101/116020","10.1111/mec.14186"
"10.1101/116152","10.1186/s13059-017-1278-z"
"10.1101/116145","10.1186/s13075-017-1438-2"
"10.1101/116277","10.1242/jcs.199398"
"10.1101/116319","10.1371/journal.pcbi.1005841"
"10.1101/116186","10.1073/pnas.1713895115"
"10.1101/112896","10.1038/nature25983"
"10.1101/113266","10.1186/s13148-017-0362-2"
"10.1101/116418","10.3897/bdj.5.e12581"
"10.1101/116392","10.1111/ejn.13724"
"10.1101/116194","10.1016/j.jtbi.2017.09.011"
"10.1101/116426","10.1088/1478-3975/aa6b67"
"10.1101/116350","10.1364/boe.9.001492"
"10.1101/116384","10.1038/s41598-017-07551-8"
"10.1101/116376","10.1038/s41467-017-00366-1"
"10.1101/116566","10.1371/journal.pcbi.1005875"
"10.1101/116475","10.1128/mbio.02203-17"
"10.1101/116467","10.1038/s41598-017-01658-8"
"10.1101/116509","10.1093/sysbio/syx063"
"10.1101/116590","10.1042/cs20170234"
"10.1101/116897","10.1111/nph.14609"
"10.1101/116780","10.1016/j.jtbi.2017.09.017"
"10.1101/116798","10.1080/15384101.2017.1367073"
"10.1101/116806","10.1088/1361-6404/aa7fd3"
"10.1101/116681","10.7554/elife.30637"
"10.1101/117044","10.1016/j.anbehav.2017.08.029"
"10.1101/117069","10.1186/s12864-017-4095-6"
"10.1101/116822","10.1083/jcb.201612018"
"10.1101/116541","10.1016/j.neuroimage.2017.08.047"
"10.1101/116301","10.1186/s12711-017-0361-y"
"10.1101/117135","10.1016/j.neuropsychologia.2017.08.010"
"10.1101/117184","10.1093/nar/gkx794"
"10.1101/117101","10.1371/journal.pgen.1007081"
"10.1101/116764","10.1021/acs.jcim.7b00159"
"10.1101/116962","10.1093/gigascience/gix048"
"10.1101/117192","10.1111/evo.13268"
"10.1101/116970","10.1371/journal.pntd.0006368"
"10.1101/117093","10.1371/journal.pcbi.1005731"
"10.1101/117374","10.1186/s12864-017-3916-y"
"10.1101/115873","10.1038/s41598-017-10199-z"
"10.1101/117465","10.1038/s41598-017-13003-0"
"10.1101/117432","10.1016/j.neuroimage.2017.12.065"
"10.1101/117424","10.1007/s10530-017-1566-2"
"10.1101/117325","10.1534/genetics.117.1114"
"10.1101/117572","10.1038/nmat5006"
"10.1101/117564","10.1186/s13326-017-0161-x"
"10.1101/117663","10.1186/s12864-017-4286-1"
"10.1101/117440","10.1371/journal.pone.0183595"
"10.1101/117507","10.1242/bio.025502"
"10.1101/117267","10.1038/s41467-017-00052-2"
"10.1101/117531","10.1093/bioinformatics/btx359"
"10.1101/117580","10.1073/pnas.1620043114"
"10.1101/117473","10.1214/17-aoas1042"
"10.1101/117895","10.1371/journal.pgen.1006917"
"10.1101/117879","10.1371/journal.pone.0190242"
"10.1101/117762","10.1091/mbc.e17-04-0231"
"10.1101/117382","10.1126/science.aan3235"
"10.1101/117903","10.1007/s11064-017-2357-y"
"10.1101/117937","10.1111/nph.14624"
"10.1101/117788","10.7554/elife.26476"
"10.1101/117846","10.1534/genetics.117.201970"
"10.1101/117713","10.1038/s41598-018-20591-y"
"10.1101/117606","10.1073/pnas.1715899115"
"10.1101/116608","10.1371/journal.pcbi.1005925"
"10.1101/117796","10.1038/s41398-017-0012-7"
"10.1101/117705","10.1016/j.chom.2017.05.003"
"10.1101/118034","10.1242/dev.153049"
"10.1101/118059","10.1038/ismej.2017.141"
"10.1101/117994","10.1186/s12859-018-2126-1"
"10.1101/118216","10.1038/s41598-017-15891-8"
"10.1101/118067","10.1038/s41559-017-0423-0"
"10.1101/118190","10.1111/mec.14543"
"10.1101/117887","10.1128/mbio.00799-17"
"10.1101/118026","10.1128/jcm.00462-17"
"10.1101/118133","10.1007/s00125-017-4396-y"
"10.1101/118323","10.1101/gr.218727.116"
"10.1101/118273","10.1523/jneurosci.3218-16.2017"
"10.1101/118307","10.1007/s10863-017-9709-9"
"10.1101/118554","10.1038/ncb3561"
"10.1101/118372","10.1111/mec.14131"
"10.1101/118364","10.7554/elife.34831"
"10.1101/118661","10.7554/elife.26933"
"10.1101/118752","10.1093/nar/gkx659"
"10.1101/118448","10.1038/s41598-018-23861-x"
"10.1101/118745","10.1371/journal.pone.0178990"
"10.1101/118463","10.1103/physreve.95.042323"
"10.1101/117812","10.1371/journal.pbio.2001414"
"10.1101/118927","10.1038/s41598-017-10067-w"
"10.1101/118901","10.1002/pmic.201700232"
"10.1101/118919","10.1038/s41467-018-03608-y"
"10.1101/119115","10.1242/jcs.204222"
"10.1101/092593","10.1098/rsif.2017.0620"
"10.1101/119081","10.1523/jneurosci.1061-17.2017"
"10.1101/119073","10.1073/pnas.1705652114"
"10.1101/119131","10.1186/s12859-017-1759-9"
"10.1101/116335","10.1261/rna.060814.117"
"10.1101/119495","10.1371/journal.pone.0170403"
"10.1101/119123","10.1186/s13628-018-0042-4"
"10.1101/119156","10.1111/mec.14252"
"10.1101/119222","10.12688/f1000research.11290.1"
"10.1101/119354","10.1128/mbio.02283-17"
"10.1101/119446","10.1002/ecy.1969"
"10.1101/119511","10.1038/s41598-017-07866-6"
"10.1101/119636","10.1371/journal.pcbi.1006080"
"10.1101/119420","10.1186/s12862-017-1020-1"
"10.1101/119032","10.1098/rspb.2017.0631"
"10.1101/119404","10.7554/elife.26839"
"10.1101/119453","10.1523/jneurosci.2457-17.2017"
"10.1101/119586","10.1016/j.jtbi.2017.04.009"
"10.1101/119578","10.1534/genetics.117.300417"
"10.1101/119545","10.1093/bioinformatics/btx610"
"10.1101/119164","10.1371/journal.pone.0189775"
"10.1101/119669","10.1073/pnas.1707210114"
"10.1101/119735","10.1093/gbe/evx146"
"10.1101/119792","10.7717/peerj.4143"
"10.1101/119941","10.1186/s12864-017-3905-1"
"10.1101/119834","10.15252/msb.20177651"
"10.1101/117648","10.1093/gbe/evx215"
"10.1101/119966","10.1016/j.physbeh.2018.02.023"
"10.1101/119958","10.1534/genetics.117.300662"
"10.1101/119701","10.1021/acs.analchem.7b04099"
"10.1101/116236","10.1016/j.cub.2017.03.031"
"10.1101/119743","10.1534/genetics.117.201160"
"10.1101/119974","10.1371/journal.pgen.1006995"
"10.1101/120188","10.1371/journal.pone.0185912"
"10.1101/120360","10.1111/jeb.13234"
"10.1101/117408","10.1016/j.cortex.2017.07.019"
"10.1101/120147","10.1186/s12864-017-3899-8"
"10.1101/120063","10.1038/s41598-017-06945-y"
"10.1101/113647","10.1371/journal.pbio.2003026"
"10.1101/120105","10.1016/j.neuroimage.2017.09.057"
"10.1101/120097","10.1371/journal.pcbi.1005860"
"10.1101/120394","10.1101/gr.222067.117"
"10.1101/120303","10.1105/tpc.17.00354"
"10.1101/120469","10.1534/genetics.117.300189"
"10.1101/120451","10.3389/fnhum.2017.00552"
"10.1101/120071","10.1186/s13068-017-0825-x"
"10.1101/120428","10.1016/j.molp.2017.05.010"
"10.1101/120527","10.1128/jb.00227-17"
"10.1101/120600","10.1093/bioinformatics/btx364"
"10.1101/118505","10.1038/s41467-017-01752-5"
"10.1101/120519","10.7554/elife.27854"
"10.1101/120808","10.1534/genetics.117.202259"
"10.1101/120659","10.18632/aging.101231"
"10.1101/120725","10.7554/elife.26868"
"10.1101/120865","10.1534/genetics.117.300406"
"10.1101/120733","10.1016/j.jtbi.2017.08.003"
"10.1101/120766","10.1038/s41467-017-00909-6"
"10.1101/120857","10.7554/elife.26653"
"10.1101/120261","10.1093/bioinformatics/btx587"
"10.1101/120642","10.1016/j.jsb.2017.10.009"
"10.1101/121079","10.1111/ejn.13610"
"10.1101/120758","10.1093/gbe/evx131"
"10.1101/120980","10.7554/elife.27014"
"10.1101/121103","10.1016/j.fm.2017.09.007"
"10.1101/120964","10.15252/msb.20177656"
"10.1101/121483","10.13110/humanbiology.89.1.04"
"10.1101/121517","10.1016/j.ymben.2017.07.005"
"10.1101/121590","10.7554/elife.27237.001"
"10.1101/121608","10.1111/mec.14234"
"10.1101/121400","10.1083/jcb.201703201"
"10.1101/121145","10.1093/ije/dyx093"
"10.1101/121830","10.7717/peerj.3657"
"10.1101/121749","10.7554/elife.27167"
"10.1101/122085","10.1098/rsob.170136"
"10.1101/121822","10.1371/journal.pgen.1006964"
"10.1101/122077","10.1093/bioinformatics/btx636"
"10.1101/121913","10.7554/elife.27131"
"10.1101/121947","10.1038/s41467-017-02314-5"
"10.1101/121814","10.1371/journal.pone.0180882"
"10.1101/121871","10.1073/pnas.1705772114"
"10.1101/121756","10.1523/jneurosci.0946-17.2017"
"10.1101/121582","10.3791/55380"
"10.1101/121855","10.7554/elife.26287"
"10.1101/121525","10.1098/rsos.170058"
"10.1101/122093","10.1093/jhered/esx069"
"10.1101/122119","10.1111/pce.13019"
"10.1101/121905","10.1021/acssynbio.7b00268"
"10.1101/122143","10.1073/pnas.1705867114"
"10.1101/121939","10.1093/bioinformatics/btx618"
"10.1101/122408","10.1186/s13059-017-1252-9"
"10.1101/122465","10.1128/mbio.00579-17"
"10.1101/122499","10.1128/mbio.00654-17"
"10.1101/122242","10.1126/sciadv.aao0027"
"10.1101/122267","10.1523/jneurosci.3217-16.2017"
"10.1101/122572","10.1038/s41598-017-08582-x"
"10.1101/122275","10.1038/nnano.2017.98"
"10.1101/122374","10.1016/j.cels.2017.06.006"
"10.1101/122150","10.1038/ncomms15518"
"10.1101/121996","10.1371/journal.pone.0180047"
"10.1101/122564","10.1093/hmg/ddx300"
"10.1101/122390","10.4049/jimmunol.1700567"
"10.1101/122416","10.1093/cid/cix805"
"10.1101/122895","10.1371/journal.pgen.1006958"
"10.1101/122853","10.1073/pnas.1707310114"
"10.1101/122838","10.1093/bioinformatics/btx346"
"10.1101/122879","10.1186/s12859-018-2141-2"
"10.1101/122598","10.1038/s41467-017-02791-8"
"10.1101/122705","10.1038/s41598-017-06585-2"
"10.1101/122960","10.1242/dev.152892"
"10.1101/122887","10.7554/elife.27333"
"10.1101/122655","10.1021/acssynbio.7b00116"
"10.1101/122697","10.1038/ncomms15664"
"10.1101/122549","10.1186/s12920-017-0303-0"
"10.1101/122671","10.1038/s41598-017-01281-7"
"10.1101/122978","10.1038/s41598-017-14877-w"
"10.1101/123018","10.1371/journal.pone.0175309"
"10.1101/123034","10.1016/j.ympev.2017.08.002"
"10.1101/122903","10.7554/elife.32637"
"10.1101/123042","10.1091/mbc.e17-03-0209"
"10.1101/122986","10.7554/elife.28086"
"10.1101/123182","10.1038/npp.2017.220"
"10.1101/123026","10.7554/elife.27402"
"10.1101/123141","10.1159/000479990"
"10.1101/122739","10.18632/oncotarget.24337"
"10.1101/123273","10.1038/s41559-017-0366-5"
"10.1101/123158","10.1038/ncomms15665"
"10.1101/122200","10.1093/infdis/jix450"
"10.1101/123414","10.1016/j.csbj.2017.08.002"
"10.1101/121426","10.1186/s12864-017-4260-y"
"10.1101/121988","10.1088/2050-6120/aa8c60"
"10.1101/123612","10.1038/nbt.4020"
"10.1101/123406","10.1523/eneuro.0111-17.2017"
"10.1101/123547","10.1242/jcs.212308"
"10.1101/123661","10.3897/subtbiol.24.15013"
"10.1101/123588","10.1109/tvcg.2017.2745978"
"10.1101/123695","10.1523/jneurosci.1004-17.2017"
"10.1101/123687","10.1534/g3.117.043687"
"10.1101/123919","10.1038/s41467-017-02204-w"
"10.1101/123794","10.1021/acsnano.7b03494"
"10.1101/123745","10.1242/jeb.162024"
"10.1101/124271","10.1021/acssynbio.7b00112"
"10.1101/123828","10.1016/j.pbb.2017.10.008"
"10.1101/123927","10.1038/s41467-018-03635-9"
"10.1101/124180","10.1038/s41598-017-09860-4"
"10.1101/123281","10.1088/1741-2552/aa8c88"
"10.1101/123877","10.1093/bioinformatics/btx481"
"10.1101/124149","10.7717/peerj.3889"
"10.1101/123844","10.1186/s12859-017-1813-7"
"10.1101/123901","10.1093/gbe/evx170"
